Elevation,SCA,CCA
3800,4.128684960068525,3.2389241928862975
3900,3.607265168607277,3.354592206764934
4000,8.552139858536737,2.525770250950129
4100,7.130664164500567,2.4066771870558963
4200,5.2234426493393835,1.9934279643945525
4300,4.560116038067335,1.8660772042191025
4400,4.555260128538498,1.8497427170993235
4500,5.659256453336796,2.1176719979240985
4600,6.590565765863856,2.330999158444854
4700,5.94721851993254,2.4360348796948625
4800,6.747776955095768,2.629330769008434
4900,7.9135340887394126,2.813250340317242
5000,10.643880544227066,3.107730370621729
5100,12.81184851987745,3.2697557526844303
5200,17.327173059689677,3.4845749354016506
5300,22.872564970643463,3.829898242705188
5400,26.613010073994175,4.204186767937597
5500,27.861449112013357,4.28671880988689
5600,28.292185068781922,4.551252049847078
5700,27.558907272125012,4.388763366851767
5800,23.792964921070073,4.444952846865327
5900,26.78650495249646,5.5751895246939895
6000,33.3009096422074,7.584233332931596
6100,47.011868209330544,9.19966292702265
