x,y,CI_left,CI_right
1,2.455569767647944,0.8350710211802621,3.3197942370109623
2,1.7575463995972236,0.6587786401417018,2.1490610163584543
3,1.4173053812360343,0.5697560606614309,1.8893796658513105
4,2.640155051484153,0.6368072514964264,4.116382048778327
5,5.904457345895752,1.9220305207164456,8.658870977583451
6,13.029566850281398,7.34082111069438,18.044249710984992
7,19.13692105663079,13.967233337466679,24.142544967209343
8,19.009021145043977,13.92470455295551,23.93016995347867
9,18.037811387065368,12.714216909671915,22.780784679580478
10,14.595137363235567,9.61005481001893,19.697353150948363
11,10.880676792620212,5.600724585378683,16.10208243578302
12,5.241338952037541,1.879832245725947,7.88735548409954
