Year,SCA
2000.0,22.487552542899817
2001.0,22.120843456620765
2002.0,24.156631152023632
2003.0,24.54120904954316
2004.0,23.980804798170286
2005.0,33.540895054237886
2006.0,32.52343395962473
2007.0,33.422831627855246
2008.0,27.84411075861367
2009.0,34.54664471425828
2010.0,34.45714804297287
2011.0,28.465162517650246
2012.0,31.273535279473617
2013.0,29.37438444808841
2014.0,29.46930785842274
2015.0,27.65016889534574
2016.0,22.093878063186914
2017.0,25.88680650512374
2018.0,31.12853910168712
2019.0,26.553971340936204
2020.0,29.007344219569482
2021.0,21.011444722313723
2022.0,26.67705612429886
